NomImage;Numero;nbPixBoucleHaut;nbPixBoucleBas;Compacity;distSTDskel;nbPixSkelQuartBasGauche;skelXcentreGrav;skelYcentreGrav;boucleXcentreGrav;boucleYcentreGrav;diffSkelBoucleXcentreGrav;diffSkelBoucleYcentreGrav;nbPixDiagInfSkel;nbPixDiagSupSkel
478,pgm;8;1981;0;1,272795;12,046441;0;33,306513;51,524904;22,148915;42,389197;11,157599;9,135707;177;82
479,pgm;9;0;961;1,293897;14,844465;129;54,902344;32,390625;76,290323;23,422477;-21,387979;8,968148;76;178
480,pgm;0;0;344;1,101394;13,909427;60;54,257951;58,611307;61,761628;49,075581;-7,503677;9,535726;144;132
481,pgm;1;2890;3143;0,926321;2,065822;72;51,528302;49,075472;51,754848;49,66849;-0,226546;-0,593018;131;132
482,pgm;2;0;203;1,101181;10,145575;79;60,798479;44,562738;84,714286;18,990148;-23,915807;25,57259;102;159
483,pgm;3;0;1;0,07958;12,496261;81;47,261993;57,730627;51;68;-3,738007;-10,269373;141;129
484,pgm;4;138;0;0,922665;7,109191;68;59,841667;52,816667;36,456522;75,855072;23,385145;-23,038406;99;140
485,pgm;5;1296;2373;2,165855;12,969088;78;52,268987;48,506329;55,524394;48,962933;-3,255406;-0,456604;187;127
486,pgm;6;1513;2972;1,502541;9,297112;73;54,9699;47,762542;58,928874;46,816276;-3,958974;0,946265;157;140
487,pgm;7;0;1;0,07958;12,542134;53;57,37247;52,08502;90;77;-32,62753;-24,91498;113;131
488,pgm;8;2470;0;1,263096;10,973967;0;37,7;56,716;28,069231;49,271255;9,630769;7,444745;175;72
489,pgm;9;0;997;1,111404;13,5807;80;57,43578;41,889908;73,664995;42,066199;-16,229215;-0,17629;53;162
490,pgm;0;325;1753;1,146172;13,01044;83;58,015094;48,237736;61,826275;64,756978;-3,811181;-16,519242;93;170
491,pgm;1;2890;3143;0,926321;2,065822;72;51,528302;49,075472;51,754848;49,66849;-0,226546;-0,593018;131;132
492,pgm;2;0;2730;1,37265;11,006601;112;60,167742;48,96129;73,979121;49,472894;-13,811379;-0,511603;151;158
493,pgm;3;0;1;0,07958;12,496261;81;47,261993;57,730627;51;68;-3,738007;-10,269373;141;129
494,pgm;4;0;1;0,07958;12,014623;70;54,023729;51,833898;86;80;-31,976271;-28,166102;147;146
495,pgm;5;2328;2077;2,446542;13,011199;68;49,366848;53,61413;49,655392;54,685131;-0,288544;-1,071;188;176
496,pgm;6;906;2168;1,630972;10,452663;69;54,122642;48,09434;63,794405;41,371178;-9,671763;6,723162;138;176
497,pgm;7;0;1;0,07958;13,675155;81;49,505882;53,608824;62;87;-12,494118;-33,391176;184;153
498,pgm;8;2623;0;1,153649;11,293836;0;34,811765;56,74902;25,065955;49,834541;9,74581;6,914479;176;76
499,pgm;9;0;1;0,07958;9,757346;78;61,795082;41,344262;96;42;-34,204918;-0,655738;82;159
500,pgm;0;0;1;0,07958;11,334706;53;51,37247;56,129555;86;58;-34,62753;-1,870445;127;117
501,pgm;1;3130;3451;0,901231;4,249927;78;52,300366;51,985348;51,883604;51,960796;0,416762;0,024552;135;136
502,pgm;2;0;1990;1,210733;16,213718;109;63,320285;56,44484;79,236683;38,838693;-15,916399;17,606146;106;175
503,pgm;3;0;564;1,555616;13,256633;144;57,771277;46,210106;82,402482;21,150709;-24,631206;25,059397;147;226
504,pgm;4;32;0;0,994748;6,767967;68;50,006873;57,178694;18,8125;71,75;31,194373;-14,571306;131;160
505,pgm;5;2399;2926;1,947591;13,005556;76;49,601108;46,33241;50,981596;46,656901;-1,380488;-0,324491;176;182
506,pgm;6;2462;2822;1,730771;9,512207;71;52,918605;50,363372;54,123581;44,639099;-1,204976;5,724273;180;158
507,pgm;7;0;1;0,07958;12,765082;71;57,473684;55,919505;80;84;-22,526316;-28,080495;168;154
508,pgm;8;2535;0;1,062822;14,77708;0;40,868726;49,227799;26,040237;39,375937;14,828489;9,851862;138;117
509,pgm;9;0;1;0,07958;9,757346;78;61,795082;41,344262;96;42;-34,204918;-0,655738;82;159
510,pgm;0;0;1;0,07958;15,126661;140;60,070313;45,792969;94;40;-33,929688;5,792969;88;167
511,pgm;1;2117;3065;0,975229;3,62391;64;52,815094;49,354717;55,873022;50,414512;-3,057928;-1,059795;135;128
512,pgm;2;0;1020;1,238636;12,235341;42;53,464684;60,799257;80,819608;58,898039;-27,354924;1,901217;154;108
513,pgm;3;0;394;1,493838;15,206359;119;59,694444;46,535714;79,862944;22,51269;-20,1685;24,023024;86;161
514,pgm;4;737;1609;0,980331;11,524622;90;55,357143;48,327068;57,52728;66,238278;-2,170138;-17,91121;106;158
515,pgm;5;1441;2736;2,074753;12,24045;97;53,554545;50,057576;57,773282;50,235097;-4,218737;-0,177521;190;138
516,pgm;6;2214;3240;1,726652;12,233809;73;51,840782;49,226257;56,117345;47,698387;-4,276563;1,52787;191;165
